Text,Label
"এই দ্বীপে পাহাড়ের চূড়ায় দাঁড়িয়ে আপনি ছোট ছোট অনেক পাহাড় দেখতে পাবেন, দেখা যাবে নীল জলরাশির সাগর। সামনে তাকালে শুধু সবুজে ভরা ঘাসের মতো ছেয়ে আছে যেন পুরো কক্সবাজার কে এমন মনে হবে।",positive
অফিসে যাওয়ার সময় মাঝেমাঝে এই রোড দিয়ে অফিসের গাড়ি যেত। খুবই চমৎকার বেশ কিছু পাহাড়ি মোড় আছে।,positive
সেই রাতে জিন্নাহ পাড়ায় চাঁদ মেলে ধরেছিলো তার সমস্ত আলো।জোছনা রাতে দেশের প্রত্যন্ত এলাকার একটি পাহাড়ি পাড়ার মাচায় বসে চাঁদ দেখার আনন্দ কি আর প্রকাশ করা যায় বলুন??,positive
ঝুম বৃষ্টিতে ঝিরিপথে আলো নেই।কেমন ভূতুড়ে পরিবেশ!!,negative
পথে পাথর ও রাস্তা পিচ্ছিল ছিলো। বৃষ্টির মাঝে যাওয়া কঠিন ছিলো এ পথে যাওয়া।,negative
ঝর্ণা এতো সুন্দর বুঝি বৃষ্টির দিনেই হয়। উপর থেকে আসা মেইন ফলস দুভাগ হয়ে ডাবল ফলস রূপ পেয়েছে।।এর রূপে রীতিমতো মুগ্ধ হই।,positive
জার্নির শেষটা খুব ভালো ছিলো।,positive
"ঝড়ের সময় এমনিতেই উপকূলের জন জীবনের নিরাপত্তায় প্রচুর কাজ করতে হয় স্থানীয় প্রশাসনকে, সেখানে আপনাদের মত শৌখিন টুরিস্টরা গিয়ে বাড়তি ঝামেলা করেন।",positive
"দ্যা ডিস্ট্রিক্ট অব জমিদারি, নবাবি এন্ড ন্যাচারাল বিউটি।",positive
অটো যোগে থানা ব্রিজ হয়ে পাথালিয়া গ্রামে অনিন্দ্য সুন্দর দৃষ্টিনন্দন এই আধুনিক মসজিদটি।যার সৌন্দর্য ক্যামেরায় ধরা সম্ভব না।,positive
আমি রিজার্ভ অটো নিয়ে ধনবাড়ি পৌঁছাই এবং পুরোনো কারুকাজ খঁচিত নবাবি আমলের চমৎকার সুন্দর নবাব বাড়ি শাহী মসজিদে জুম্মার নামাজ আদায় করি।,positive
"কলেজ ক্যাম্পাস সহ বহু পুরাতাত্ত্বিক নিদর্শন, যাতে ছড়িয়ে চিটিয়ে আছে আমাদের ইতিহাস ও ঐতিহ্য সাথে প্রাকৃতিক সৌন্দর্য নদী বিভৌত একটি জেলা টাঙ্গাইল।",positive
"কক্সবাজার বাংলাদেশের পর্যটন রাজধানী , বাংলাদেশের অন্যতম সুন্দর পর্যটন কেন্দ্র , একবার , দুইবার যতবার আসবেন ততবার আসতে মন চাইবে",positive
